SetName	Date_pool_expt_started	Drop	Person	Mutant Library	Description	gDNA plate	gDNA well	Index	Sequenced At	Media	Growth Method	Group	Temperature	pH	Liquid v. solid	Aerobic_v_Anaerobic	Shaking	Condition_1	Concentration_1	Units_1	Condition_2	Concentration_2	Units_2	Timecourse	Timecourse Sample	Growth Plate ID	Growth Plate wells	StartOD	EndOD	Total Generations
setA	12/3/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	Aux_T0_C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	12/1/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	Aux_YNB_A	HiSeq4000	YNB Glucose	Flask	Auxotrophy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	12/2/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	Aux_YNB_B	HiSeq4000	YNB Glucose	Flask	Auxotrophy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	12/3/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	Aux_YNB_C	HiSeq4000	YNB Glucose	Flask	Auxotrophy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	1/1/16	FALSE	D Pinel	RtBC42	Sorted No BODIPY Gate	NA	NA	FACS_AllA	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/2/16	FALSE	D Pinel	RtBC42	Sorted No BODIPY Gate	NA	NA	FACS_AllB	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/3/16	FALSE	D Pinel	RtBC42	Sorted No BODIPY Gate	NA	NA	FACS_AllC	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/1/16	FALSE	D Pinel	RtBC42	Sorted Low BODIPY Gate	NA	NA	FACS_BotA	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/2/16	FALSE	D Pinel	RtBC42	Sorted Low BODIPY Gate	NA	NA	FACS_BotB	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/3/16	FALSE	D Pinel	RtBC42	Sorted Low BODIPY Gate	NA	NA	FACS_BotC	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/1/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	FACS_T0A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	1/2/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	FACS_T0B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	1/3/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	FACS_T0C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	1/1/16	FALSE	D Pinel	RtBC42	Sorted High BODIPY Gate	NA	NA	FACS_TopA	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/2/16	FALSE	D Pinel	RtBC42	Sorted High BODIPY Gate	NA	NA	FACS_TopB	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	1/3/16	FALSE	D Pinel	RtBC42	Sorted High BODIPY Gate	NA	NA	FACS_TopC	HiSeq4000	YNB Glucose CN120	Flask	FACS on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	40hrs	unknown	unknown	unknown	0.1	~7	6
setA	2/3/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_40FB_A	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/4/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_40FB_B	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/5/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_40FB_C	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/3/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_40FM_A	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/4/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_40FM_B	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/5/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_40FM_C	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/3/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_40FW_A	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/4/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_40FW_B	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/5/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_40FW_C	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/3/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_T0_A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	2/4/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_T0_B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	2/5/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_T0_C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	2/3/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_T40_A	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/4/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_T40_B	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	2/5/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_T40_C	HiSeq4000	YNB Glucose CN120	Flask	Buoyancy on lipid accumulation	30C	6.6	Liquid	Aerobic	250 rpm	CN120	unknown	unknown	unknown	unknown	unknown	T40	unknown	unknown	unknown	0.1	~7	6
setA	3/1/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	OA_T0A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/2/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	OA_T0B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/3/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	OA_T0C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/1/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	OA_YNB_Gluc_A	HiSeq4000	YNB Glucose	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/2/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	OA_YNB_Gluc_B	HiSeq4000	YNB Glucose	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/3/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	OA_YNB_Gluc_C	HiSeq4000	YNB Glucose	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/1/16	FALSE	D Pinel	RtBC42	YNB Oleic Acid	NA	NA	OA_YNB_OA_A	HiSeq4000	YNB Oleic Acid	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Oleic	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/2/16	FALSE	D Pinel	RtBC42	YNB Oleic Acid	NA	NA	OA_YNB_OA_B	HiSeq4000	YNB Oleic Acid	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Oleic	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	3/3/16	FALSE	D Pinel	RtBC42	YNB Oleic Acid	NA	NA	OA_YNB_OA_C	HiSeq4000	YNB Oleic Acid	Flask	Growth on oleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Oleic	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/1/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	RA_T0A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/2/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	RA_T0B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/3/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	RA_T0C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/1/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	RA_YNB_Gluc_A	HiSeq4000	YNB Glucose	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	2%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/2/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	RA_YNB_Gluc_B	HiSeq4000	YNB Glucose	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	2%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/3/16	FALSE	D Pinel	RtBC42	YNB Glucose	NA	NA	RA_YNB_Gluc_C	HiSeq4000	YNB Glucose	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Glucose	2%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/1/16	FALSE	D Pinel	RtBC42	YNB Methylricinoleic Acid	NA	NA	RA_YNB_MR_A	HiSeq4000	YNB Methylricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Methylricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/2/16	FALSE	D Pinel	RtBC42	YNB Methylricinoleic Acid	NA	NA	RA_YNB_MR_B	HiSeq4000	YNB Methylricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Methylricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/3/16	FALSE	D Pinel	RtBC42	YNB Methylricinoleic Acid	NA	NA	RA_YNB_MR_C	HiSeq4000	YNB Methylricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Methylricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/1/16	FALSE	D Pinel	RtBC42	YNB Ricinoleic Acid	NA	NA	RA_YNB_RA_A	HiSeq4000	YNB Ricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Ricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/2/16	FALSE	D Pinel	RtBC42	YNB Ricinoleic Acid	NA	NA	RA_YNB_RA_B	HiSeq4000	YNB Ricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Ricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	4/3/16	FALSE	D Pinel	RtBC42	YNB Ricinoleic Acid	NA	NA	RA_YNB_RA_C	HiSeq4000	YNB Ricinoleic Acid	Flask	Growth on ricinoleic acid	30C	6.6	Liquid	Aerobic	250 rpm	YNB Ricinoleic Acid	1%	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	12/15/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	YPD_T0A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	12/16/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	YPD_T0B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	12/17/16	FALSE	D Pinel	RtBC42	Time0	NA	NA	YPD_T0C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	T0	unknown	unknown	unknown	0.1	~7	6
setA	12/15/16	FALSE	D Pinel	RtBC42	YPD	NA	NA	YPD_YPDA	HiSeq4000	YPD	Flask	Growth on YPD	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	12hrs	unknown	unknown	unknown	0.1	~7	6
setA	12/16/16	FALSE	D Pinel	RtBC42	YPD	NA	NA	YPD_YPDB	HiSeq4000	YPD	Flask	Growth on YPD	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	12hrs	unknown	unknown	unknown	0.1	~7	6
setA	12/17/16	FALSE	D Pinel	RtBC42	YPD	NA	NA	YPD_YPDC	HiSeq4000	YPD	Flask	Growth on YPD	30C	6.6	Liquid	Aerobic	250 rpm	YPD	unknown	unknown	unknown	unknown	unknown	12hrs	unknown	unknown	unknown	0.1	~7	6
setA	5/1/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_Y40_A	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/2/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_Y40_B	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/3/16	FALSE	S Coradetti	RtBC42	40 hrs No Buoyancy Separation	NA	NA	Buoy_Y40_C	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/1/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_Y40_FB_A	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/2/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_Y40_FB_B	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/3/16	FALSE	S Coradetti	RtBC42	40 hrs Low Buoyancy	NA	NA	Buoy_Y40_FB_C	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/1/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_Y40_FM_A	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/2/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_Y40_FM_B	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/3/16	FALSE	S Coradetti	RtBC42	40 hrs Median Buoyancy	NA	NA	Buoy_Y40_FM_C	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/1/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_Y40_FT_A	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/2/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_Y40_FT_B	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/3/16	FALSE	S Coradetti	RtBC42	40 hrs High Buoyancy	NA	NA	Buoy_Y40_FT_C	HiSeq4000	YPD	Flask	YPD Buoyancy	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/1/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_YPD_T0_A	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/2/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_YPD_T0_B	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
setA	5/3/16	FALSE	S Coradetti	RtBC42	Time0	NA	NA	Buoy_YPD_T0_C	HiSeq4000	YPD	Flask	T0	30C	6.6	Liquid	Aerobic	250 rpm	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.1	~7	6
