RTO4_14354	None
RTO4_9831	GO:0072686
RTO4_9831	GO:0072687
RTO4_9831	GO:0097421
RTO4_9831	GO:1900195
RTO4_9831	GO:1901796
RTO4_9831	GO:1990138
RTO4_9831	GO:0005876
RTO4_9831	GO:0000793
RTO4_9831	GO:0000910
RTO4_9831	GO:0007283
RTO4_9831	GO:0016570
RTO4_9831	GO:0048599
RTO4_9831	GO:0051256
RTO4_9831	GO:0051321
RTO4_9831	GO:0000166
RTO4_9831	GO:0000212
RTO4_9831	GO:0000226
RTO4_9831	GO:0000278
RTO4_9831	GO:0005815
RTO4_9831	GO:0005856
RTO4_9831	GO:0005874
RTO4_9831	GO:0007049
RTO4_9831	GO:0007126
RTO4_9831	GO:0016301
RTO4_9831	GO:0016310
RTO4_9831	GO:0016740
RTO4_9831	GO:0030030
RTO4_9831	GO:0042995
RTO4_9831	GO:0090233
RTO4_9831	GO:0005694
RTO4_9831	GO:0051255
RTO4_9831	GO:0000777
RTO4_9831	GO:0007059
RTO4_9831	GO:0045143
RTO4_9831	GO:0000794
RTO4_9831	GO:0007275
RTO4_9831	GO:0016569
RTO4_9831	GO:0018107
RTO4_9831	GO:0019894
RTO4_9831	GO:0031991
RTO4_9831	GO:0045184
RTO4_9831	GO:0051117
RTO4_9831	GO:0051257
RTO4_9831	GO:0000003
RTO4_9831	GO:0007281
RTO4_9831	GO:0008406
RTO4_9831	GO:0009792
RTO4_9831	GO:0040011
RTO4_9831	GO:0040035
RTO4_9831	GO:0000235
RTO4_9831	GO:0090307
RTO4_9831	GO:1904781
RTO4_9831	GO:0006915
RTO4_9831	GO:0007020
RTO4_9831	GO:0040002
RTO4_12626	GO:0003824
RTO4_12626	GO:0008152
RTO4_12626	GO:0005575
RTO4_12626	GO:0003674
RTO4_12626	GO:0005515
RTO4_12626	GO:0005737
RTO4_12626	GO:0005777
RTO4_12626	GO:0008150
RTO4_12626	GO:0070062
RTO4_12626	GO:0005634
RTO4_12626	GO:0031648
RTO4_12626	GO:0005739
RTO4_13733	GO:0008762
RTO4_13733	GO:0016491
RTO4_13733	GO:0050660
RTO4_13733	GO:0055114
RTO4_13733	GO:0003885
RTO4_13733	GO:0016020
RTO4_13733	GO:0016899
RTO4_13733	GO:0003824
RTO4_13733	GO:0016614
RTO4_10762	GO:0006281
RTO4_10762	GO:0016799
RTO4_10762	GO:0004844
RTO4_10762	GO:0006284
RTO4_10762	GO:0003684
RTO4_10762	GO:0005515
RTO4_10762	GO:0005654
RTO4_10762	GO:0016032
RTO4_10762	GO:0016446
RTO4_10762	GO:0016447
RTO4_10762	GO:0019899
RTO4_10762	GO:0043066
RTO4_10762	GO:0045008
RTO4_10762	GO:0045830
RTO4_10762	GO:0097510
RTO4_10762	GO:0006974
RTO4_10762	GO:0008152
RTO4_10762	GO:0016787
RTO4_10762	GO:0016798
RTO4_10762	GO:0045437
RTO4_10762	GO:0009507
RTO4_10268	GO:0005515
RTO4_10268	GO:0005737
RTO4_10268	GO:0006887
RTO4_10268	GO:0048278
RTO4_10268	GO:0005634
RTO4_10268	GO:0005829
RTO4_10268	GO:0032153
RTO4_10268	GO:0000920
RTO4_10268	GO:0003674
RTO4_10268	GO:0051286
RTO4_10268	GO:0000935
RTO4_10268	GO:0000149
RTO4_10268	GO:0034498
RTO4_10268	GO:0006897
RTO4_10268	GO:0032456
RTO4_10268	GO:0005768
RTO4_10268	GO:0005794
RTO4_10268	GO:0030427
RTO4_10268	GO:0005933
RTO4_10268	GO:0006810
RTO4_10268	GO:0015031
RTO4_10268	GO:0000145
RTO4_10268	GO:0006893
RTO4_10268	GO:0005935
RTO4_14640	None
RTO4_10325	GO:0003735
RTO4_10325	GO:0005622
RTO4_10325	GO:0005840
RTO4_10325	GO:0006412
RTO4_10325	GO:0005576
RTO4_10325	GO:0030446
RTO4_10325	GO:0030686
RTO4_10325	GO:0005829
RTO4_10325	GO:0000462
RTO4_10325	GO:0022627
RTO4_10325	GO:0002181
RTO4_10325	GO:0000184
RTO4_10325	GO:0003723
RTO4_10325	GO:0005515
RTO4_10325	GO:0005634
RTO4_10325	GO:0005654
RTO4_10325	GO:0005730
RTO4_10325	GO:0005737
RTO4_10325	GO:0005783
RTO4_10325	GO:0005925
RTO4_10325	GO:0006364
RTO4_10325	GO:0006413
RTO4_10325	GO:0006614
RTO4_10325	GO:0019083
RTO4_10325	GO:0030154
RTO4_10325	GO:0030529
RTO4_10325	GO:0031012
RTO4_10325	GO:0043066
RTO4_10325	GO:0070062
RTO4_10325	GO:0003729
RTO4_10325	GO:0031369
RTO4_10325	GO:0032403
RTO4_10325	GO:0045727
RTO4_10325	GO:0048146
RTO4_10325	GO:0009507
RTO4_10325	GO:0022626
RTO4_10325	GO:0005886
RTO4_10325	GO:0009506
RTO4_10325	GO:0005618
RTO4_10325	GO:0016020
RTO4_10325	GO:0000003
RTO4_10325	GO:0002119
RTO4_10325	GO:0006915
RTO4_10325	GO:0009792
RTO4_10325	GO:0018996
RTO4_10325	GO:0040035
RTO4_14719	GO:0003735
RTO4_14719	GO:0005622
RTO4_14719	GO:0005840
RTO4_14719	GO:0006412
RTO4_14719	GO:0009986
RTO4_14719	GO:0030686
RTO4_14719	GO:0022627
RTO4_14719	GO:0000462
RTO4_14719	GO:0002181
RTO4_14719	GO:0022626
RTO4_14719	GO:0022008
RTO4_14719	GO:0035167
RTO4_14719	GO:0000184
RTO4_14719	GO:0005634
RTO4_14719	GO:0005654
RTO4_14719	GO:0005783
RTO4_14719	GO:0005829
RTO4_14719	GO:0005925
RTO4_14719	GO:0006364
RTO4_14719	GO:0006413
RTO4_14719	GO:0006614
RTO4_14719	GO:0016020
RTO4_14719	GO:0019083
RTO4_14719	GO:0030529
RTO4_14719	GO:0070062
RTO4_14719	GO:0003723
RTO4_14719	GO:0005737
RTO4_14719	GO:0009507
RTO4_14719	GO:0005730
RTO4_14719	GO:0005618
RTO4_14719	GO:0005886
RTO4_14719	GO:0009506
RTO4_14719	GO:0000003
RTO4_14719	GO:0002119
RTO4_14719	GO:0006898
RTO4_14719	GO:0006915
RTO4_14719	GO:0008340
RTO4_14719	GO:0008406
RTO4_14719	GO:0019915
RTO4_9439	None
RTO4_14925	GO:0006807
RTO4_14925	GO:0016810
RTO4_14925	GO:0005739
RTO4_14925	GO:0097311
RTO4_14925	GO:0005576
RTO4_14925	GO:0005813
RTO4_14925	GO:0005829
RTO4_14925	GO:0006107
RTO4_14925	GO:0006528
RTO4_14925	GO:0006541
RTO4_14925	GO:0035580
RTO4_14925	GO:0043312
RTO4_14925	GO:0050152
RTO4_14925	GO:0070062
RTO4_14925	GO:1904724
RTO4_14925	GO:0005737
RTO4_14925	GO:0016787
RTO4_14925	GO:0008150
RTO4_14925	GO:0009507
RTO4_14925	GO:0009570
RTO4_14580	GO:0005515
RTO4_14673	GO:0046872
RTO4_14673	GO:0005829
RTO4_14673	GO:0043231
RTO4_14673	GO:0003674
RTO4_14673	GO:0005737
RTO4_14673	GO:0005739
RTO4_14673	GO:0016020
RTO4_14673	GO:0031552
RTO4_14673	GO:0043065
RTO4_12412	None
RTO4_13724	GO:0003854
RTO4_13724	GO:0006694
RTO4_13724	GO:0016616
RTO4_13724	GO:0055114
RTO4_13724	GO:0005575
RTO4_13724	GO:0016125
RTO4_13724	GO:0004769
RTO4_13724	GO:0005783
RTO4_13724	GO:0005794
RTO4_13724	GO:0005789
RTO4_13724	GO:0000252
RTO4_13724	GO:0006696
RTO4_13724	GO:0000166
RTO4_13724	GO:0001942
RTO4_13724	GO:0005811
RTO4_13724	GO:0006695
RTO4_13724	GO:0007224
RTO4_13724	GO:0016021
RTO4_13724	GO:0047012
RTO4_13724	GO:0060716
RTO4_13724	GO:0006629
RTO4_13724	GO:0008202
RTO4_13724	GO:0008203
RTO4_13724	GO:0016020
RTO4_13724	GO:0016126
RTO4_13724	GO:0016491
RTO4_13724	GO:0005886
RTO4_13724	GO:0009506
RTO4_8428	None
RTO4_10384	None
RTO4_10379	GO:0016021
RTO4_10379	GO:0055085
RTO4_10379	GO:0003674
RTO4_10379	GO:0005783
RTO4_10379	GO:0051286
RTO4_10379	GO:0005794
RTO4_10379	GO:0032153
RTO4_10379	GO:0042936
RTO4_10379	GO:0042939
RTO4_10379	GO:0015719
RTO4_10379	GO:0042938
RTO4_10379	GO:0000324
RTO4_10379	GO:0005886
RTO4_10379	GO:0015124
RTO4_10379	GO:0006820
RTO4_10379	GO:0015296
RTO4_10379	GO:0016020
RTO4_10379	GO:0071944
RTO4_10379	GO:0005215
RTO4_10379	GO:0006810
RTO4_10379	GO:0005789
RTO4_10379	GO:0022857
RTO4_16237	GO:0005575
RTO4_16237	GO:0003674
RTO4_16237	GO:0008150
RTO4_16237	GO:0005783
RTO4_15956	None
RTO4_8516	GO:0016021
RTO4_8516	GO:0055085
RTO4_14838	None
RTO4_11310	GO:0005794
RTO4_11310	GO:0003674
RTO4_11310	GO:0008150
RTO4_11310	GO:0005783
RTO4_12704	GO:0055085
RTO4_12704	GO:0005215
RTO4_12704	GO:0005743
RTO4_12704	GO:0006810
RTO4_12704	GO:0006091
RTO4_12704	GO:0005471
RTO4_12704	GO:0005576
RTO4_12704	GO:0005886
RTO4_12704	GO:0015886
RTO4_12704	GO:0009060
RTO4_12704	GO:0006915
RTO4_12704	GO:0006979
RTO4_12704	GO:1990544
RTO4_12704	GO:0009061
RTO4_12704	GO:0015866
RTO4_12704	GO:0016020
RTO4_12704	GO:0015867
RTO4_12704	GO:0005811
RTO4_12704	GO:0009612
RTO4_12704	GO:0007629
RTO4_12704	GO:0006839
RTO4_12704	GO:0001508
RTO4_12704	GO:0051124
RTO4_12704	GO:0048489
RTO4_12704	GO:0007268
RTO4_12704	GO:0008340
RTO4_12704	GO:0046716
RTO4_12704	GO:0070050
RTO4_12704	GO:0040011
RTO4_12704	GO:0051900
RTO4_12704	GO:0051560
RTO4_12704	GO:0051480
RTO4_12704	GO:0034599
RTO4_12704	GO:0010507
RTO4_12704	GO:0048477
RTO4_12704	GO:2001171
RTO4_12704	GO:0005739
RTO4_12704	GO:0005634
RTO4_12704	GO:0016021
RTO4_12704	GO:0031514
RTO4_12704	GO:0000002
RTO4_12704	GO:0005515
RTO4_12704	GO:0005887
RTO4_12704	GO:0008637
RTO4_12704	GO:0015207
RTO4_12704	GO:0015853
RTO4_12704	GO:0016032
RTO4_12704	GO:0043209
RTO4_12704	GO:0050796
RTO4_12704	GO:0060546
RTO4_12704	GO:0007059
RTO4_12704	GO:0008284
RTO4_12704	GO:0031012
RTO4_12704	GO:0031625
RTO4_12704	GO:0042645
RTO4_12704	GO:0070062
RTO4_12704	GO:0071817
RTO4_12704	GO:1901029
RTO4_12704	GO:0005744
RTO4_12704	GO:0006626
RTO4_12704	GO:0046732
RTO4_12704	GO:0005741
RTO4_12704	GO:0010667
RTO4_12704	GO:0019899
RTO4_12704	GO:0046902
RTO4_12704	GO:0061051
RTO4_12704	GO:1902109
RTO4_12704	GO:2000277
RTO4_12704	GO:0003723
RTO4_12704	GO:0005929
RTO4_12704	GO:0022857
RTO4_12704	GO:0042995
RTO4_12704	GO:0009941
RTO4_12704	GO:0009507
RTO4_12704	GO:0005773
RTO4_12704	GO:0005730
RTO4_12704	GO:0005618
RTO4_12704	GO:0005774
RTO4_12704	GO:0000295
RTO4_12704	GO:0003735
RTO4_12704	GO:0006412
RTO4_12704	GO:0000003
RTO4_12704	GO:0002119
RTO4_12704	GO:0006898
RTO4_12704	GO:0009792
RTO4_12704	GO:0010171
RTO4_12704	GO:0040002
RTO4_12704	GO:0040035
RTO4_12704	GO:0007005
RTO4_12704	GO:0043065
RTO4_15955	GO:0005829
RTO4_15955	GO:0003674
RTO4_15955	GO:0008150
RTO4_15955	GO:0005840
RTO4_15955	GO:0005794
RTO4_15955	GO:0030137
RTO4_15955	GO:0005737
RTO4_15955	GO:0031410
RTO4_14509	GO:0004871
RTO4_14509	GO:0005834
RTO4_14509	GO:0007186
RTO4_14509	GO:0031684
RTO4_14509	GO:0075306
RTO4_14509	GO:0000909
RTO4_14509	GO:0045461
RTO4_14509	GO:0010914
RTO4_14509	GO:1900378
RTO4_14509	GO:0048315
RTO4_14509	GO:0031680
RTO4_14509	GO:0043936
RTO4_14509	GO:2001310
RTO4_14509	GO:0019236
RTO4_14509	GO:0030814
RTO4_14509	GO:1900691
RTO4_14509	GO:0043944
RTO4_14509	GO:0009847
RTO4_14509	GO:0000750
RTO4_14509	GO:0016020
RTO4_14509	GO:0005737
RTO4_14509	GO:0071944
RTO4_14509	GO:0005886
RTO4_14509	GO:0007189
RTO4_14509	GO:0043085
RTO4_14509	GO:0019933
RTO4_14509	GO:0007165
RTO4_14509	GO:0008047
RTO4_12096	GO:0004177
RTO4_12096	GO:0005622
RTO4_12096	GO:0006508
RTO4_12096	GO:0005737
RTO4_12096	GO:0008235
RTO4_12096	GO:0019538
RTO4_12096	GO:0030145
RTO4_12096	GO:0016319
RTO4_12096	GO:0005615
RTO4_12096	GO:0032504
RTO4_12096	GO:0007498
RTO4_12096	GO:0005634
RTO4_12096	GO:0005654
RTO4_12096	GO:0005739
RTO4_12096	GO:0005802
RTO4_12096	GO:0005829
RTO4_12096	GO:0005925
RTO4_12096	GO:0030496
RTO4_12096	GO:0070062
RTO4_12096	GO:0008233
RTO4_12096	GO:0016787
RTO4_12096	GO:0046872
RTO4_12096	GO:0009507
RTO4_12096	GO:0005773
RTO4_12096	GO:0046686
RTO4_12096	GO:0009570
RTO4_13355	None
RTO4_8446	GO:0005739
RTO4_8446	GO:0008137
RTO4_12747	GO:0003824
RTO4_12747	GO:0003674
RTO4_12747	GO:0008150
RTO4_12747	GO:0005575
RTO4_12747	GO:0000166
RTO4_12747	GO:0005634
RTO4_12747	GO:0005737
RTO4_12747	GO:0016787
RTO4_12747	GO:0070062
RTO4_12747	GO:0005777
RTO4_12747	GO:0016020
RTO4_12747	GO:0016021
RTO4_10539	GO:0003676
RTO4_10539	GO:0005524
RTO4_10539	GO:0000405
RTO4_10539	GO:0043140
RTO4_10539	GO:0035861
RTO4_10539	GO:0005634
RTO4_10539	GO:0000733
RTO4_10539	GO:1901255
RTO4_10539	GO:0032508
RTO4_10539	GO:0070914
RTO4_10539	GO:0004386
RTO4_10539	GO:0008026
RTO4_10539	GO:0006289
RTO4_10539	GO:0000166
RTO4_10539	GO:0006974
RTO4_10539	GO:0016787
RTO4_10539	GO:0006281
RTO4_10539	GO:0003677
RTO4_11647	GO:0015926
RTO4_11647	GO:0030133
RTO4_11647	GO:0030176
RTO4_11647	GO:0005886
RTO4_11647	GO:0005935
RTO4_11647	GO:0031505
RTO4_11647	GO:0006078
RTO4_11647	GO:0008150
RTO4_11647	GO:0003674
RTO4_11647	GO:0005783
RTO4_11647	GO:0016021
RTO4_11647	GO:0000920
RTO4_11647	GO:0016020
RTO4_11647	GO:0004553
RTO4_11647	GO:0071555
RTO4_11647	GO:0005975
RTO4_11647	GO:0030148
RTO4_11647	GO:0030427
RTO4_11647	GO:0005794
RTO4_11647	GO:0000139
RTO4_14946	GO:0003674
RTO4_14946	GO:0005575
RTO4_14946	GO:0044419
RTO4_14946	GO:0008150
RTO4_14946	GO:0005737
RTO4_14946	GO:0046835
RTO4_14946	GO:0019200
RTO4_10537	None
RTO4_14952	None
RTO4_11957	GO:0005515
RTO4_16260	GO:0005484
RTO4_16260	GO:0005794
RTO4_16260	GO:0006810
RTO4_16260	GO:0003674
RTO4_16260	GO:0008150
RTO4_16260	GO:0031201
RTO4_16260	GO:0016021
RTO4_16260	GO:0005789
RTO4_16260	GO:0012507
RTO4_16260	GO:0048280
RTO4_16260	GO:0006888
RTO4_16260	GO:0005795
RTO4_16260	GO:0005783
RTO4_16260	GO:0000139
RTO4_16260	GO:0031902
RTO4_16260	GO:0006623
RTO4_16260	GO:0000149
RTO4_16260	GO:0006896
RTO4_16260	GO:0042147
RTO4_16260	GO:0005829
RTO4_16260	GO:0006891
RTO4_16260	GO:0016020
RTO4_16260	GO:0006906
RTO4_16260	GO:0016192
RTO4_16260	GO:0015031
RTO4_15672	None
RTO4_15720	None
RTO4_15494	GO:0006812
RTO4_15494	GO:0008324
RTO4_15494	GO:0005623
RTO4_15494	GO:0005886
RTO4_15494	GO:0010961
RTO4_15494	GO:0015095
RTO4_15494	GO:0015693
RTO4_15494	GO:0016021
RTO4_15494	GO:0016323
RTO4_15494	GO:0022892
RTO4_15494	GO:0035725
RTO4_15494	GO:0043234
RTO4_15494	GO:0055085
RTO4_15494	GO:0061768
RTO4_15494	GO:0070838
RTO4_15494	GO:0071286
RTO4_15494	GO:0072509
RTO4_15494	GO:1903830
RTO4_15494	GO:0005515
RTO4_15494	GO:0098655
RTO4_15494	GO:0006810
RTO4_15494	GO:0006811
RTO4_15494	GO:0016020
RTO4_15494	GO:0072511
RTO4_15494	GO:0009792
RTO4_14849	GO:0003824
RTO4_14849	GO:0009058
RTO4_14849	GO:0005634
RTO4_14849	GO:0005829
RTO4_14849	GO:0003674
RTO4_14849	GO:0008150
RTO4_14849	GO:0015937
RTO4_14849	GO:1990143
RTO4_14849	GO:0016779
RTO4_14849	GO:0004140
RTO4_14849	GO:0005524
RTO4_14849	GO:0070328
RTO4_14849	GO:0004595
RTO4_14849	GO:0007303
RTO4_14849	GO:0007476
RTO4_14849	GO:0007297
RTO4_14849	GO:0005515
RTO4_14849	GO:0005741
RTO4_14849	GO:0005759
RTO4_14849	GO:0009108
RTO4_14849	GO:0016310
RTO4_14849	GO:0070062
RTO4_14849	GO:0000166
RTO4_14849	GO:0005737
RTO4_14849	GO:0005739
RTO4_14849	GO:0008152
RTO4_14849	GO:0016301
RTO4_14849	GO:0016740
RTO4_14849	GO:0000003
RTO4_14849	GO:0002119
RTO4_14849	GO:0007276
RTO4_14849	GO:0007281
RTO4_14849	GO:0009792
RTO4_14849	GO:0040020
RTO4_14849	GO:0040022
RTO4_14849	GO:0042127
RTO4_13029	GO:0005737
RTO4_13029	GO:0006886
RTO4_13029	GO:0007033
RTO4_13029	GO:0005634
RTO4_13029	GO:0005829
RTO4_13029	GO:0003674
RTO4_13029	GO:0006895
RTO4_13029	GO:0042144
RTO4_13029	GO:0045324
RTO4_13029	GO:0006623
RTO4_13029	GO:0099022
RTO4_13029	GO:0035542
RTO4_13029	GO:0032889
RTO4_13029	GO:0035091
RTO4_13029	GO:0000329
RTO4_13029	GO:0030897
RTO4_13029	GO:0033263
RTO4_13029	GO:0000011
RTO4_13029	GO:0036180
RTO4_13029	GO:0071216
RTO4_13029	GO:0030447
RTO4_13029	GO:0008333
RTO4_13029	GO:0008057
RTO4_13029	GO:0097352
RTO4_13029	GO:0005768
RTO4_13029	GO:0016197
RTO4_13029	GO:0009267
RTO4_13029	GO:0005776
RTO4_13029	GO:0019905
RTO4_13029	GO:0045746
RTO4_13029	GO:0005764
RTO4_13029	GO:0007041
RTO4_13029	GO:0003779
RTO4_13029	GO:0005515
RTO4_13029	GO:0005765
RTO4_13029	GO:0005769
RTO4_13029	GO:0005770
RTO4_13029	GO:0030136
RTO4_13029	GO:0030424
RTO4_13029	GO:0031902
RTO4_13029	GO:0043025
RTO4_13029	GO:0051015
RTO4_13029	GO:0055037
RTO4_13029	GO:0005884
RTO4_13029	GO:0006810
RTO4_13029	GO:0006914
RTO4_13029	GO:0015031
RTO4_13029	GO:0016020
RTO4_13029	GO:0030123
RTO4_13029	GO:0031410
RTO4_13029	GO:0031901
RTO4_13029	GO:0046718
RTO4_13029	GO:0005773
RTO4_13029	GO:0009792
RTO4_13029	GO:0048565
RTO4_13029	GO:0002119
RTO4_13029	GO:0008219
RTO4_13029	GO:0008340
RTO4_13029	GO:0010171
RTO4_13029	GO:0040011
RTO4_13151	None
RTO4_14931	None
RTO4_12836	GO:0005515
RTO4_12836	GO:0061578
RTO4_12836	GO:0070530
RTO4_12836	GO:0036459
RTO4_12836	GO:0008270
RTO4_12836	GO:0032153
RTO4_12836	GO:0005737
RTO4_12836	GO:0043328
RTO4_12836	GO:0035871
RTO4_12836	GO:0070536
RTO4_12836	GO:0005575
RTO4_12836	GO:0016579
RTO4_12836	GO:0004843
RTO4_12836	GO:0000281
RTO4_12836	GO:0005634
RTO4_12836	GO:0005654
RTO4_12836	GO:0005769
RTO4_12836	GO:0005829
RTO4_12836	GO:0005886
RTO4_12836	GO:0007259
RTO4_12836	GO:0008237
RTO4_12836	GO:0008284
RTO4_12836	GO:0014067
RTO4_12836	GO:0019904
RTO4_12836	GO:0032154
RTO4_12836	GO:0043524
RTO4_12836	GO:0046580
RTO4_12836	GO:0046872
RTO4_12836	GO:0070062
RTO4_12836	GO:0016020
RTO4_12836	GO:0005768
RTO4_12836	GO:0006508
RTO4_12836	GO:0008233
RTO4_12836	GO:0016787
RTO4_12836	GO:0003674
RTO4_12836	GO:0008150
RTO4_13819	None
RTO4_15993	GO:0097249
RTO4_15993	GO:0005886
RTO4_15993	GO:0031305
RTO4_15993	GO:0033617
RTO4_15993	GO:0003674
RTO4_15993	GO:0016020
RTO4_15993	GO:0008150
RTO4_15993	GO:0005739
RTO4_15993	GO:0031966
RTO4_15993	GO:0016021
RTO4_13656	GO:0005634
RTO4_13656	GO:0005829
RTO4_13656	GO:0003674
RTO4_13656	GO:0008150
RTO4_15013	None
RTO4_11107	GO:0016021
RTO4_11107	GO:0055085
RTO4_15011	GO:0007049
RTO4_15011	GO:0005634
RTO4_15011	GO:0005829
RTO4_15011	GO:0000287
RTO4_15011	GO:0005524
RTO4_15011	GO:1905143
RTO4_15011	GO:0045948
RTO4_15011	GO:0001732
RTO4_15011	GO:0005737
RTO4_15011	GO:0006417
RTO4_15011	GO:0007050
RTO4_15011	GO:0007346
RTO4_15011	GO:0008284
RTO4_15011	GO:0051301
RTO4_15011	GO:0003674
RTO4_16080	GO:0005730
RTO4_16080	GO:0005829
RTO4_16080	GO:0000178
RTO4_16080	GO:0003674
RTO4_16080	GO:0008150
RTO4_16080	GO:0000176
RTO4_16080	GO:0000177
RTO4_16080	GO:0000467
RTO4_16080	GO:0005515
RTO4_16080	GO:0005634
RTO4_16080	GO:0005654
RTO4_16080	GO:0005737
RTO4_16080	GO:0006364
RTO4_16080	GO:0017091
RTO4_16080	GO:0034427
RTO4_16080	GO:0034473
RTO4_16080	GO:0034475
RTO4_16080	GO:0034476
RTO4_16080	GO:0042802
RTO4_16080	GO:0043488
RTO4_16080	GO:0043928
RTO4_16080	GO:0071028
RTO4_16080	GO:0071035
RTO4_16080	GO:0071038
RTO4_16080	GO:0071042
RTO4_16080	GO:0003723
RTO4_16080	GO:0006396
RTO4_16080	GO:0006401
#N/A	GO:0008137
#N/A	GO:0055114
#N/A	GO:0006120
#N/A	GO:0005747
#N/A	GO:0005515
#N/A	GO:0005743
#N/A	GO:0016021
#N/A	GO:0032981
#N/A	GO:0005739
#N/A	GO:0006810
#N/A	GO:0006979
#N/A	GO:0009725
#N/A	GO:0016020
#N/A	GO:0016491
#N/A	GO:0070469
#N/A	GO:0071385
RTO4_14060	GO:0006605
RTO4_14060	GO:0006886
RTO4_14060	GO:0016020
RTO4_14060	GO:0015031
RTO4_14060	GO:0015450
RTO4_14060	GO:0008565
RTO4_14060	GO:0005198
RTO4_14060	GO:0071261
RTO4_14060	GO:0005784
RTO4_14060	GO:0006616
RTO4_14060	GO:0031204
RTO4_14060	GO:0010507
RTO4_14060	GO:0019233
RTO4_14060	GO:0022008
RTO4_14060	GO:0005515
RTO4_14060	GO:0005789
RTO4_14060	GO:0005829
RTO4_14060	GO:0016021
RTO4_14060	GO:0036498
RTO4_14060	GO:0045047
RTO4_14060	GO:0071806
RTO4_14060	GO:0003674
RTO4_14060	GO:0005575
RTO4_14060	GO:0008150
RTO4_14060	GO:0005783
RTO4_14060	GO:0006810
RTO4_14060	GO:0005886
RTO4_14060	GO:0001555
RTO4_14060	GO:0005623
RTO4_14060	GO:0007275
RTO4_14060	GO:0030154
RTO4_14060	GO:0030728
RTO4_14060	GO:0048477
RTO4_14060	GO:0000003
RTO4_14060	GO:0002119
RTO4_14060	GO:0009792
RTO4_14060	GO:0018996
RTO4_14062	GO:0010181
RTO4_14062	GO:0016491
RTO4_14062	GO:0055114
RTO4_14062	GO:0005576
RTO4_14061	GO:0005779
